DateTime,Sender,Message
01/05/23 13.11,System,Kode keamanan Anda dengan ~ . telah berubah. Ketuk untuk info selengkapnya.
01/05/23 16.02,System,Kode keamanan Anda dengan +62 856-8714-154 telah berubah. Ketuk untuk info selengkapnya.
01/05/23 21.20,System,Kode keamanan Anda dengan ~ . telah berubah. Ketuk untuk info selengkapnya.
02/05/23 21.47,System,Kode keamanan Anda dengan +62 858-4027-5395 telah berubah. Ketuk untuk info selengkapnya.
02/05/23 21.50,System,Kode keamanan Anda dengan +62 858-4027-5395 telah berubah. Ketuk untuk info selengkapnya.
03/05/23 10.39,System,Kode keamanan Anda dengan ~ Yudha telah berubah. Ketuk untuk info selengkapnya.
03/05/23 11.17,System,Kode keamanan Anda dengan ~ ??? telah berubah. Ketuk untuk info selengkapnya.
04/05/23 13.08,System,+62 821-3308-5243: <Media tidak disertakan>
04/05/23 13.09,System,+62 821-3308-5243: Ada informasi lomba nih teman-teman. Yuk join. Siapa tau dari kalian ada yang ikut dan menang dan mengharumkan nama FKI
04/05/23 19.11,System,Kode keamanan Anda dengan +62 858-4027-5395 telah berubah. Ketuk untuk info selengkapnya.
04/05/23 19.16,System,+62 821-3308-5243: <Media tidak disertakan>
05/05/23 09.04,System,+62 821-3308-5243: Assalamualaikum teman-teman
05/05/23 09.07,System,+62 857-1800-5363: Ga ada mas
05/05/23 09.09,System,+62 821-3308-5243: Yang lain gimana?
05/05/23 09.17,System,+62 823-2879-2661: iya tapi blm tau diganti hari apa mas
05/05/23 09.24,System,+62 896-3646-9800: Pesan ini dihapus
08/05/23 09.48,System,‎bulan mengganti nomor teleponnya ke nomor baru. Ketuk untuk mengirim pesan atau menambahkan nomor baru.
08/05/23 09.50,System,‎+62 877-6203-1500 diganti ke +62 816-1551-0507
08/05/23 09.50,System,Kode keamanan Anda dengan +62 816-1551-0507 telah berubah. Ketuk untuk info selengkapnya.
08/05/23 10.40,System,Kode keamanan Anda dengan +62 816-1551-0507 telah berubah. Ketuk untuk info selengkapnya.
09/05/23 17.31,System,Kode keamanan Anda dengan ~ RAFLY telah berubah. Ketuk untuk info selengkapnya.
10/05/23 02.22,System,Kode keamanan Anda dengan ~ . telah berubah. Ketuk untuk info selengkapnya.
10/05/23 14.45,System,Kode keamanan Anda dengan ~ naiyarista telah berubah. Ketuk untuk info selengkapnya.
10/05/23 18.40,System,Kode keamanan Anda dengan ~ amal telah berubah. Ketuk untuk info selengkapnya.
11/05/23 15.57,System,Kode keamanan Anda dengan ~ Vivi telah berubah. Ketuk untuk info selengkapnya.
11/05/23 20.47,System,Kode keamanan Anda dengan +62 812-2921-8689 telah berubah. Ketuk untuk info selengkapnya.
12/05/23 00.27,System,‎+62 895-3933-55257 mengganti nomor teleponnya ke nomor baru. Ketuk untuk mengirim pesan atau menambahkan nomor baru.
12/05/23 00.58,System,‎+62 895-3482-93800 diganti ke +62 895-3933-55257
12/05/23 02.00,System,Kode keamanan Anda dengan ~ naiyarista telah berubah. Ketuk untuk info selengkapnya.
12/05/23 16.50,System,+62 821-3308-5243: <Media tidak disertakan>
13/05/23 15.28,System,Kode keamanan Anda dengan +62 856-8714-154 telah berubah. Ketuk untuk info selengkapnya.
14/05/23 14.38,System,Kode keamanan Anda dengan ~ Panggil Aja Fadil telah berubah. Ketuk untuk info selengkapnya.
15/05/23 09.08,System,Kode keamanan Anda dengan ~ ~Gray~ telah berubah. Ketuk untuk info selengkapnya.
15/05/23 09.38,System,Kode keamanan Anda dengan ~ ~Gray~ telah berubah. Ketuk untuk info selengkapnya.
15/05/23 11.05,System,Kode keamanan Anda dengan ~ ~Gray~ telah berubah. Ketuk untuk info selengkapnya.
15/05/23 19.40,System,Kode keamanan Anda dengan ~ Rohmad Roziqun telah berubah. Ketuk untuk info selengkapnya.
15/05/23 20.23,System,Kode keamanan Anda dengan ~ Rohmad Roziqun telah berubah. Ketuk untuk info selengkapnya.
16/05/23 00.18,System,Kode keamanan Anda dengan rezza infor telah berubah. Ketuk untuk info selengkapnya.
16/05/23 06.18,System,Kode keamanan Anda dengan ~ Ronii telah berubah. Ketuk untuk info selengkapnya.
16/05/23 15.47,System,Kode keamanan Anda dengan ~ Rohmad Roziqun telah berubah. Ketuk untuk info selengkapnya.
16/05/23 16.11,System,Kode keamanan Anda dengan ~ Ronii telah berubah. Ketuk untuk info selengkapnya.
17/05/23 13.03,System,+62 821-3308-5243: 📆 *JADWAL CINTA SUBUH SEMESTER GENAP UMS*
17/05/23 17.49,System,Kode keamanan Anda dengan ~ izzah telah berubah. Ketuk untuk info selengkapnya.
17/05/23 20.50,System,Kode keamanan Anda dengan ~ Yudha telah berubah. Ketuk untuk info selengkapnya.
18/05/23 08.36,System,+62 821-3308-5243: Pesan ini dihapus
18/05/23 09.29,System,+62 821-3308-5243: <Media tidak disertakan>
19/05/23 04.36,System,Kode keamanan Anda dengan +62 888-2686-875 telah berubah. Ketuk untuk info selengkapnya.
19/05/23 14.42,System,+62 821-3308-5243: *بِــــــــسْمِ اللّهِ الرَّحْــــــــــمَنِ الرَّحِــــــــــيْمِ*
19/05/23 14.42,System,+62 821-3308-5243: <Media tidak disertakan>
19/05/23 14.42,System,+62 821-3308-5243: <Media tidak disertakan>
20/05/23 13.01,System,Kode keamanan Anda dengan rahma evita infor telah berubah. Ketuk untuk info selengkapnya.
20/05/23 15.57,System,Kode keamanan Anda dengan ~ Dicky. telah berubah. Ketuk untuk info selengkapnya.
20/05/23 18.25,System,+62 821-3308-5243: Assalamualaikum
20/05/23 19.53,System,Kode keamanan Anda dengan ~ fida 🫧 telah berubah. Ketuk untuk info selengkapnya.
20/05/23 21.11,System,Kode keamanan Anda dengan aqila infor telah berubah. Ketuk untuk info selengkapnya.
21/05/23 20.45,System,+62 821-3308-5243: <Media tidak disertakan>
21/05/23 20.45,System,+62 821-3308-5243: ┏🔊📸━━━━━┓
• Open Recruitment: 8 Apríl,System,4 Juni 2023
22/05/23 23.00,System,Kode keamanan Anda dengan ~ Dien Azizah telah berubah. Ketuk untuk info selengkapnya.
24/05/23 06.13,System,Kode keamanan Anda dengan ~ zheíka telah berubah. Ketuk untuk info selengkapnya.
24/05/23 19.28,System,Kode keamanan Anda dengan ~ 02. Sarah.L100220102 telah berubah. Ketuk untuk info selengkapnya.
25/05/23 16.45,System,+62 821-3308-5243: *بِــــــــسْمِ اللّهِ الرَّحْــــــــــمَنِ الرَّحِــــــــــيْمِ*
25/05/23 16.45,System,+62 821-3308-5243: <Media tidak disertakan>
25/05/23 16.45,System,+62 821-3308-5243: <Media tidak disertakan>
25/05/23 16.47,System,+62 896-3646-9800: Mentoring ofline?
25/05/23 16.47,System,+62 821-3308-5243: Offline ya
25/05/23 17.27,System,+62 812-2625-981: Pesan ini dihapus
26/05/23 22.37,System,Kode keamanan Anda dengan dinda infor telah berubah. Ketuk untuk info selengkapnya.
26/05/23 22.38,System,Kode keamanan Anda dengan dinda infor telah berubah. Ketuk untuk info selengkapnya.
26/05/23 22.49,System,Kode keamanan Anda dengan dinda infor telah berubah. Ketuk untuk info selengkapnya.
27/05/23 03.08,System,Kode keamanan Anda dengan dinda infor telah berubah. Ketuk untuk info selengkapnya.
27/05/23 05.59,System,+62 821-3467-3399: <Media tidak disertakan>
27/05/23 05.59,System,+62 821-3467-3399: ini plotingan tempat ya teman2 untuk aa 03 juga dimasjid sudal
27/05/23 06.31,System,+62 821-3308-5243: Halaqoh IB-06 dan IB-10 nanti digabung dengan IB-07 yaaa
27/05/23 07.30,System,+62 856-0252-4431: Atas nama sabrina putri yuliarsih sudah di tunggu didepan ruang jsem 1
27/05/23 18.11,System,Kode keamanan Anda dengan +62 812-2584-9239 telah berubah. Ketuk untuk info selengkapnya.
27/05/23 18.21,System,Kode keamanan Anda dengan dinda infor telah berubah. Ketuk untuk info selengkapnya.
28/05/23 11.30,System,Kode keamanan Anda dengan ~ ~Gray~ telah berubah. Ketuk untuk info selengkapnya.
28/05/23 22.31,System,Kode keamanan Anda dengan +62 819-1256-9980 telah berubah. Ketuk untuk info selengkapnya.
30/05/23 18.17,System,Kode keamanan Anda dengan ~ fida 🫧 telah berubah. Ketuk untuk info selengkapnya.
01/06/23 00.43,System,+62 821-3308-5243: *بِــــــــسْمِ اللّهِ الرَّحْــــــــــمَنِ الرَّحِــــــــــيْمِ*
01/06/23 00.43,System,+62 821-3308-5243: <Media tidak disertakan>
01/06/23 00.43,System,+62 821-3308-5243: <Media tidak disertakan>
01/06/23 12.30,System,+62 821-3308-5243: <Media tidak disertakan>
01/06/23 12.37,System,+62 858-7950-4968: Alhamdulillah
01/06/23 12.38,System,+62 823-2879-2661: alhamdulillah
02/06/23 07.28,System,Kode keamanan Anda dengan ~ Firmannn telah berubah. Ketuk untuk info selengkapnya.
02/06/23 12.01,System,Kode keamanan Anda dengan ~ 02. Sarah.L100220102 telah berubah. Ketuk untuk info selengkapnya.
02/06/23 17.47,System,Kode keamanan Anda dengan dhea infor telah berubah. Ketuk untuk info selengkapnya.
03/06/23 11.09,System,Kode keamanan Anda dengan ~ Lan telah berubah. Ketuk untuk info selengkapnya.
03/06/23 13.29,System,‎+62 877-8560-5725 mengganti nomor teleponnya ke nomor baru. Ketuk untuk mengirim pesan atau menambahkan nomor baru.
04/06/23 14.05,System,+62 812-1593-7404: ┏🔊📸━━━━━┓
• Open Recruitment: 8 Apríl,System,4 Juni 2023
04/06/23 14.05,System,+62 812-1593-7404: <Media tidak disertakan>
05/06/23 09.53,System,Kode keamanan Anda dengan ~ Turu telah berubah. Ketuk untuk info selengkapnya.
05/06/23 17.08,System,Kode keamanan Anda dengan ~ Turu telah berubah. Ketuk untuk info selengkapnya.
06/06/23 16.33,System,Kode keamanan Anda dengan ~ Admin Privat Asix telah berubah. Ketuk untuk info selengkapnya.
07/06/23 09.36,System,+62 821-3308-5243: <Media tidak disertakan>
07/06/23 10.09,System,+62 821-3308-5243: <Media tidak disertakan>
07/06/23 19.40,System,+62 821-3308-5243: <Media tidak disertakan>
07/06/23 19.40,System,+62 821-3308-5243: <Media tidak disertakan>
09/06/23 01.35,System,Kode keamanan Anda dengan aqila infor telah berubah. Ketuk untuk info selengkapnya.
10/06/23 07.05,System,+62 821-3308-5243: Untuk halaqoh :
10/06/23 07.06,System,+62 822-6502-6996: presensinya abis mentoring ya mas
10/06/23 07.08,System,+62 821-3308-5243: Iya habis kegiatan mentoring
10/06/23 07.27,System,+62 821-3308-5243: Mentee IA-03 presensi nya juga kesini yaaa
10/06/23 08.01,System,+62 878-3616-7585: Pesan ini dihapus
10/06/23 08.18,System,+62 896-4460-8985: <Media tidak disertakan>
10/06/23 08.49,System,Kode keamanan Anda dengan ~ kholis telah berubah. Ketuk untuk info selengkapnya.
10/06/23 09.18,System,+62 823-3175-4238: Udah gak ada  org mb....
10/06/23 09.18,System,+62 823-3175-4238: Ambil  kuncinya dimana ya mb.. 🙏
10/06/23 09.20,System,+62 812-1593-7404: Otw
10/06/23 09.20,System,+62 823-3175-4238: Oke mas... 🫡
10/06/23 09.23,System,+62 812-1593-7404: Ditaruh mana ya?
10/06/23 09.24,System,+62 821-3308-5243: Wes rung?
10/06/23 09.26,System,+62 812-1593-7404: Mpun
11/06/23 19.28,System,Kode keamanan Anda dengan ~ Ronii telah berubah. Ketuk untuk info selengkapnya.
12/06/23 12.42,System,Kode keamanan Anda dengan ~ Fajar telah berubah. Ketuk untuk info selengkapnya.
13/06/23 16.17,System,Kode keamanan Anda dengan ~ -B telah berubah. Ketuk untuk info selengkapnya.
14/06/23 09.00,System,Kode keamanan Anda dengan dinda infor telah berubah. Ketuk untuk info selengkapnya.
15/06/23 13.43,System,+62 821-3308-5243: *بِــــــــسْمِ اللّهِ الرَّحْــــــــــمَنِ الرَّحِــــــــــيْمِ*
15/06/23 13.43,System,+62 821-3308-5243: <Media tidak disertakan>
15/06/23 13.43,System,+62 821-3308-5243: <Media tidak disertakan>
15/06/23 20.44,System,Kode keamanan Anda dengan ~ Adesfara telah berubah. Ketuk untuk info selengkapnya.
16/06/23 06.00,System,Kode keamanan Anda dengan dinda infor telah berubah. Ketuk untuk info selengkapnya.
16/06/23 19.05,System,+62 821-3308-5243: Assalamualaikum Wr. Wb.
16/06/23 19.05,System,+62 821-3308-5243: Nggak usah ikut kegiatan mentoring
16/06/23 19.06,System,"+62 821-3308-5243: Dan jangan lupa yang belum melengkapi cinsub, segera dilengkapi"
16/06/23 19.23,System,adinda: <Media tidak disertakan>
17/06/23 13.57,System,Kode keamanan Anda dengan mbak aisyah telah berubah. Ketuk untuk info selengkapnya.
18/06/23 21.48,System,+62 821-3308-5243: Assalamualaikum
19/06/23 17.27,System,Kode keamanan Anda dengan ~ syakilla telah berubah. Ketuk untuk info selengkapnya.
20/06/23 02.00,System,Kode keamanan Anda dengan ~ ??? telah berubah. Ketuk untuk info selengkapnya.
20/06/23 02.00,System,Kode keamanan Anda dengan ~ Yudha telah berubah. Ketuk untuk info selengkapnya.
20/06/23 04.56,System,Kode keamanan Anda dengan ~ Yudha telah berubah. Ketuk untuk info selengkapnya.
20/06/23 04.56,System,Kode keamanan Anda dengan ~ ??? telah berubah. Ketuk untuk info selengkapnya.
20/06/23 09.35,System,Kode keamanan Anda dengan +62 895-8003-28707 telah berubah. Ketuk untuk info selengkapnya.
20/06/23 12.52,System,Kode keamanan Anda dengan ~ Yudha telah berubah. Ketuk untuk info selengkapnya.
20/06/23 13.35,System,Kode keamanan Anda dengan ~ Dicky. telah berubah. Ketuk untuk info selengkapnya.
20/06/23 14.15,System,Kode keamanan Anda dengan ~ Yudha telah berubah. Ketuk untuk info selengkapnya.
20/06/23 18.22,System,Kode keamanan Anda dengan +62 815-7580-2532 telah berubah. Ketuk untuk info selengkapnya.
20/06/23 21.28,System,+62 852-2760-2140: <Media tidak disertakan>
20/06/23 21.30,System,+62 852-2760-2140: Jangan lupa ya🙌
20/06/23 22.12,System,mbak nisa asleb prak asd: Izin menambahkan
"Halaqoh tahfidz, tahsin : wajib membawa Al",System,Qur'an
20/06/23 22.43,System,Kode keamanan Anda dengan +62 895-8003-28707 telah berubah. Ketuk untuk info selengkapnya.
20/06/23 22.45,System,Kode keamanan Anda dengan +62 895-8003-28707 telah berubah. Ketuk untuk info selengkapnya.
20/06/23 22.46,System,Kode keamanan Anda dengan +62 895-8003-28707 telah berubah. Ketuk untuk info selengkapnya.
20/06/23 23.41,System,Kode keamanan Anda dengan +62 895-8003-28707 telah berubah. Ketuk untuk info selengkapnya.
21/06/23 06.04,System,Kode keamanan Anda dengan +62 895-8003-28707 telah berubah. Ketuk untuk info selengkapnya.
21/06/23 09.47,System,Kode keamanan Anda dengan +62 895-8003-28707 telah berubah. Ketuk untuk info selengkapnya.
21/06/23 09.50,System,Kode keamanan Anda dengan +62 895-8003-28707 telah berubah. Ketuk untuk info selengkapnya.
21/06/23 18.22,System,Kode keamanan Anda dengan ~ naa telah berubah. Ketuk untuk info selengkapnya.
21/06/23 20.40,System,Kode keamanan Anda dengan ~ naa telah berubah. Ketuk untuk info selengkapnya.
22/06/23 05.06,System,Kode keamanan Anda dengan ~ naa telah berubah. Ketuk untuk info selengkapnya.
22/06/23 05.43,System,Kode keamanan Anda dengan ~ naa telah berubah. Ketuk untuk info selengkapnya.
22/06/23 09.37,System,+62 821-3308-5243: <Media tidak disertakan>
22/06/23 09.37,System,+62 821-3308-5243: <Media tidak disertakan>
22/06/23 09.37,System,+62 821-3308-5243: <Media tidak disertakan>
22/06/23 18.16,System,Kode keamanan Anda dengan ~ naa telah berubah. Ketuk untuk info selengkapnya.
22/06/23 20.11,System,Kode keamanan Anda dengan ~ naa telah berubah. Ketuk untuk info selengkapnya.
22/06/23 22.59,System,Kode keamanan Anda dengan ~ callista telah berubah. Ketuk untuk info selengkapnya.
23/06/23 05.44,System,Kode keamanan Anda dengan ~ naa telah berubah. Ketuk untuk info selengkapnya.
23/06/23 05.44,System,+62 821-3308-5243: *بِــــــــسْمِ اللّهِ الرَّحْــــــــــمَنِ الرَّحِــــــــــيْمِ*
23/06/23 05.44,System,+62 821-3308-5243: <Media tidak disertakan>
23/06/23 05.44,System,+62 821-3308-5243: <Media tidak disertakan>
23/06/23 08.25,System,+62 895-6222-83803: Pesan ini dihapus
23/06/23 08.25,System,+62 895-6222-83803: Pesan ini dihapus
23/06/23 08.26,System,+62 895-6222-83803: Pesan ini dihapus
23/06/23 08.26,System,+62 895-6222-83803: Pesan ini dihapus
23/06/23 09.52,System,+62 882-0050-46901: <Media tidak disertakan>
23/06/23 18.08,System,Kode keamanan Anda dengan ~ naa telah berubah. Ketuk untuk info selengkapnya.
23/06/23 20.33,System,"+62 813-5894-6702: Assalamualaikum wr wb, teman² khusus besok Sabtu tanggal 24 Juni 2023 untuk kegiatan mentoring diliburkan yha. Persiapan untuk ujian mentoring tanggal 25 Juni. Semangat! Jangan lupa dipersiapkan 💐"
23/06/23 21.14,System,Kode keamanan Anda dengan +62 857-7528-1652 telah berubah. Ketuk untuk info selengkapnya.
24/06/23 07.08,System,Kode keamanan Anda dengan ~ naa telah berubah. Ketuk untuk info selengkapnya.
24/06/23 07.29,System,+62 821-3308-5243: 🙌 *CALLING FOR RELAWAN IDUL ADHA 1444 H* 🙌
24/06/23 08.18,System,+62 857-1383-3954: <Media tidak disertakan>
24/06/23 10.09,System,+62 815-7917-742: *ATTANTION*‼️ *MENTEE FKI*
🕣 : 07.00,System,selesai
25/06/23 21.49,System,Kode keamanan Anda dengan ~ Roby telah berubah. Ketuk untuk info selengkapnya.
28/06/23 17.22,System,Kode keamanan Anda dengan ~ Inandra telah berubah. Ketuk untuk info selengkapnya.
28/06/23 17.45,System,Kode keamanan Anda dengan ~ Inandra telah berubah. Ketuk untuk info selengkapnya.
28/06/23 18.32,System,Kode keamanan Anda dengan ~ Inandra telah berubah. Ketuk untuk info selengkapnya.
28/06/23 21.06,System,Kode keamanan Anda dengan ~ Inandra telah berubah. Ketuk untuk info selengkapnya.
28/06/23 22.39,System,Kode keamanan Anda dengan ~ プラディプタ telah berubah. Ketuk untuk info selengkapnya.
29/06/23 06.21,System,Kode keamanan Anda dengan ~ Inandra telah berubah. Ketuk untuk info selengkapnya.
29/06/23 19.23,System,Kode keamanan Anda dengan ~ 7_iin Nur Aisyah telah berubah. Ketuk untuk info selengkapnya.
30/06/23 20.26,System,Kode keamanan Anda dengan ~ Inandra telah berubah. Ketuk untuk info selengkapnya.
30/06/23 22.03,System,Kode keamanan Anda dengan ~ Aldino telah berubah. Ketuk untuk info selengkapnya.
30/06/23 22.05,System,Kode keamanan Anda dengan ~ Aldino telah berubah. Ketuk untuk info selengkapnya.
30/06/23 23.02,System,Kode keamanan Anda dengan ~ Aldino telah berubah. Ketuk untuk info selengkapnya.
01/07/23 00.10,System,Kode keamanan Anda dengan ~ Aldino telah berubah. Ketuk untuk info selengkapnya.
01/07/23 00.14,System,Kode keamanan Anda dengan ~ Aldino telah berubah. Ketuk untuk info selengkapnya.
01/07/23 00.44,System,Kode keamanan Anda dengan ~ Aldino telah berubah. Ketuk untuk info selengkapnya.
01/07/23 01.00,System,Kode keamanan Anda dengan ~ Aldino telah berubah. Ketuk untuk info selengkapnya.
01/07/23 02.00,System,Kode keamanan Anda dengan ~ Aldino telah berubah. Ketuk untuk info selengkapnya.
01/07/23 17.31,System,Kode keamanan Anda dengan ~ Aldino telah berubah. Ketuk untuk info selengkapnya.
01/07/23 20.01,System,Kode keamanan Anda dengan ~ Aldino telah berubah. Ketuk untuk info selengkapnya.
03/07/23 15.48,System,Kode keamanan Anda dengan damara infor telah berubah. Ketuk untuk info selengkapnya.
03/07/23 16.16,System,Kode keamanan Anda dengan +62 812-9455-9191 telah berubah. Ketuk untuk info selengkapnya.
03/07/23 16.38,System,Kode keamanan Anda dengan +62 812-9455-9191 telah berubah. Ketuk untuk info selengkapnya.
03/07/23 16.46,System,Kode keamanan Anda dengan +62 812-9455-9191 telah berubah. Ketuk untuk info selengkapnya.
03/07/23 17.03,System,Kode keamanan Anda dengan +62 812-9455-9191 telah berubah. Ketuk untuk info selengkapnya.
03/07/23 17.04,System,Kode keamanan Anda dengan +62 812-9455-9191 telah berubah. Ketuk untuk info selengkapnya.
04/07/23 19.24,System,mbak nisa asleb prak asd: <Media tidak disertakan>
04/07/23 19.25,System,+62 823-2879-2661: Waalaikumussalam warahmatullahi wabarakatuh oke
04/07/23 19.25,System,adinda: Waalaikumussalam warahmatullahi wabarakatuh oke
04/07/23 19.28,System,+62 895-1655-6760: Waalaikumussalam warahmatullahi wabarakatuh oke
04/07/23 19.40,System,+62 821-4300-7827: Waalaikumussalam warahmatullahi wabarakatuh 🫡
04/07/23 22.12,System,Kode keamanan Anda dengan +62 812-9455-9191 telah berubah. Ketuk untuk info selengkapnya.
05/07/23 21.21,System,Kode keamanan Anda dengan ~ 10_Dava Ilham telah berubah. Ketuk untuk info selengkapnya.
05/07/23 22.00,System,Kode keamanan Anda dengan +62 812-9455-9191 telah berubah. Ketuk untuk info selengkapnya.
05/07/23 22.10,System,Kode keamanan Anda dengan +62 812-9455-9191 telah berubah. Ketuk untuk info selengkapnya.
05/07/23 22.11,System,Kode keamanan Anda dengan +62 812-9455-9191 telah berubah. Ketuk untuk info selengkapnya.
06/07/23 06.21,System,Kode keamanan Anda dengan ~ 10_Dava Ilham telah berubah. Ketuk untuk info selengkapnya.
06/07/23 12.01,System,Kode keamanan Anda dengan ~ callista telah berubah. Ketuk untuk info selengkapnya.
06/07/23 15.04,System,Kode keamanan Anda dengan dinda infor telah berubah. Ketuk untuk info selengkapnya.
07/07/23 08.21,System,+62 882-0050-46901: <Media tidak disertakan>
07/07/23 08.21,System,+62 882-0050-46901: Jangan lupa ya guys✨🫶🏻
07/07/23 20.23,System,Kode keamanan Anda dengan ~ Kha telah berubah. Ketuk untuk info selengkapnya.
08/07/23 06.54,System,+62 821-3308-5243: <Media tidak disertakan>
08/07/23 06.54,System,+62 821-3308-5243: <Media tidak disertakan>
08/07/23 07.44,System,+62 882-0050-46901: Ayo teman teman segera masuk yaa
08/07/23 08.06,System,+62 821-3308-5243: Ayo guys sudah di mulai ya
08/07/23 09.42,System,Kode keamanan Anda dengan ~ Admin Privat Asix telah berubah. Ketuk untuk info selengkapnya.
08/07/23 10.13,System,+62 856-0268-2151: Pesan ini dihapus
08/07/23 15.16,System,Kode keamanan Anda dengan ~ Admin Privat Asix telah berubah. Ketuk untuk info selengkapnya.
08/07/23 19.43,System,‎+62 813-3871-0738 mengganti nomor teleponnya ke nomor baru. Ketuk untuk mengirim pesan atau menambahkan nomor baru.
10/07/23 00.00,System,Kode keamanan Anda dengan +62 857-7528-1652 telah berubah. Ketuk untuk info selengkapnya.
10/07/23 00.45,System,Kode keamanan Anda dengan rezza infor telah berubah. Ketuk untuk info selengkapnya.
11/07/23 11.16,System,‎+62 813-4640-2651 mengganti nomor teleponnya ke nomor baru. Ketuk untuk mengirim pesan atau menambahkan nomor baru.
11/07/23 15.50,System,Kode keamanan Anda dengan +62 812-9455-9191 telah berubah. Ketuk untuk info selengkapnya.
12/07/23 10.22,System,"Kode keamanan Anda dengan ~ 🧕🏻_21, Helena Atifa telah berubah. Ketuk untuk info selengkapnya."
13/07/23 12.01,System,Kode keamanan Anda dengan ~ hafid mahfud telah berubah. Ketuk untuk info selengkapnya.
14/07/23 13.23,System,Kode keamanan Anda dengan ~ 10_Dava Ilham telah berubah. Ketuk untuk info selengkapnya.
14/07/23 13.34,System,Kode keamanan Anda dengan ~ 10_Dava Ilham telah berubah. Ketuk untuk info selengkapnya.
14/07/23 13.52,System,Kode keamanan Anda dengan ~ 10_Dava Ilham telah berubah. Ketuk untuk info selengkapnya.
14/07/23 13.57,System,Kode keamanan Anda dengan ~ 10_Dava Ilham telah berubah. Ketuk untuk info selengkapnya.
14/07/23 13.58,System,Kode keamanan Anda dengan ~ 10_Dava Ilham telah berubah. Ketuk untuk info selengkapnya.
14/07/23 15.38,System,Kode keamanan Anda dengan ~ 10_Dava Ilham telah berubah. Ketuk untuk info selengkapnya.
14/07/23 21.36,System,Kode keamanan Anda dengan salwa infor telah berubah. Ketuk untuk info selengkapnya.
18/07/23 12.38,System,+62 821-3308-5243: <Media tidak disertakan>
18/07/23 15.26,System,Kode keamanan Anda dengan +62 812-9455-9191 telah berubah. Ketuk untuk info selengkapnya.
19/07/23 19.22,System,+62 821-3308-5243: .
19/07/23 21.21,System,Kode keamanan Anda dengan ~ dhia telah berubah. Ketuk untuk info selengkapnya.
19/07/23 21.25,System,Kode keamanan Anda dengan ~ dhia telah berubah. Ketuk untuk info selengkapnya.
19/07/23 21.46,System,Kode keamanan Anda dengan ~ dhia telah berubah. Ketuk untuk info selengkapnya.
19/07/23 21.48,System,Kode keamanan Anda dengan ~ dhia telah berubah. Ketuk untuk info selengkapnya.
19/07/23 21.57,System,Kode keamanan Anda dengan ~ dhia telah berubah. Ketuk untuk info selengkapnya.
20/07/23 07.03,System,Kode keamanan Anda dengan ~ dhia telah berubah. Ketuk untuk info selengkapnya.
20/07/23 15.36,System,‎+62 813-2638-9092 diganti ke +62 821-3698-7897
21/07/23 06.50,System,Kode keamanan Anda dengan ~ Fal telah berubah. Ketuk untuk info selengkapnya.
21/07/23 11.16,System,Kode keamanan Anda dengan ~ callista telah berubah. Ketuk untuk info selengkapnya.
21/07/23 17.19,System,Kode keamanan Anda dengan ~ runia telah berubah. Ketuk untuk info selengkapnya.
22/07/23 17.04,System,"+62 857-1520-6355: Telah Hilang IPhone XR Kuning, Case Catur Hitam Putih, Sekitar Billiard UMS, Dapur Bunda, Kampus Satu UMS, Jl. Ahmad Yani UMS, Makam Haji, Underpass Makam Haji-Jl, Luang Gatak-Jl. Raya Gawok- Tanjung- Juwiring. Bagi yang menemukan tolong hubungi nomer WA 0815-6763-4188"
22/07/23 17.04,System,"+62 857-1520-6355: minta tolong sw, sg iiin ya gaesss"
22/07/23 17.06,System,+62 821-3308-5243: Okei
22/07/23 18.53,System,Kode keamanan Anda dengan ~ Nadiaa telah berubah. Ketuk untuk info selengkapnya.
22/07/23 21.15,System,"+62 857-1520-6355: alhamdulillah ketemu, tengkyuu gaes"
23/07/23 09.32,System,Kode keamanan Anda dengan ~ callista telah berubah. Ketuk untuk info selengkapnya.
24/07/23 08.12,System,+62 813-5894-6702: <Media tidak disertakan>
24/07/23 08.12,System,+62 813-5894-6702: <Media tidak disertakan>
24/07/23 08.12,System,+62 813-5894-6702: *🔊 PENGUMUMAN 🔊*
🕖 : *07.00,System,12.00 WIB*
24/07/23 09.18,System,Kode keamanan Anda dengan vici infor telah berubah. Ketuk untuk info selengkapnya.
25/07/23 14.11,System,"+62 821-3308-5243: Kepada Peserta Mentoring AIK 2022/2023 KELOMPOK TAKHASHUSH yang TIDAK HADIR pada TBA PASCA MENTORING 25 Juli 2023 | 8-12 WIB (hari ini), untuk SEGERA JOIN GROUP TELEGRAM melalui tautan berikut: https://s.id/TBAUMS"
25/07/23 14.21,System,Kode keamanan Anda dengan ~ Al telah berubah. Ketuk untuk info selengkapnya.
25/07/23 17.57,System,Kode keamanan Anda dengan ~ haik telah berubah. Ketuk untuk info selengkapnya.
25/07/23 20.12,System,+62 821-3308-5243: <Media tidak disertakan>
26/07/23 06.05,System,Kode keamanan Anda dengan ~ Maulani Nurul Aulia telah berubah. Ketuk untuk info selengkapnya.
27/07/23 13.40,System,Kode keamanan Anda dengan +62 857-4278-3097 telah berubah. Ketuk untuk info selengkapnya.
27/07/23 16.11,System,Kode keamanan Anda dengan ~ Firmannn telah berubah. Ketuk untuk info selengkapnya.
28/07/23 18.22,System,Kode keamanan Anda dengan ~ haik telah berubah. Ketuk untuk info selengkapnya.
